date,supplyT,returnT,volume,energy,flow,Frederikshavn Temperature [2 m elevation corrected],OT
2019-12-31 10:00:00,65.14303120856236,39.13337354937036,156425.69297492874,2852607.429626952,1.536499284721901,4.417285,45.17086009641639
2019-12-31 11:00:00,65.09588491655578,39.5088790078215,156427.52220415312,2852664.6349211843,1.5887162077706762,5.047285,48.20084418345042
2019-12-31 12:00:00,64.96970193535097,39.78010598472552,156429.1828745354,2852719.5091486163,1.577864798927715,5.567285,45.33094978684578
2019-12-31 13:00:00,64.85956924047855,39.77958648429461,156430.84040760106,2852774.532750451,1.572007927273975,5.247285,47.236622257822034
2019-12-31 14:00:00,64.9081223672319,39.04454504552285,156432.28304928925,2852814.7366765216,1.6105514252929198,5.087285,49.77622463172381
2019-12-31 15:00:00,65.0290655969434,40.07369502990889,156434.0014250118,2852861.797061112,1.569113261844314,4.317285,43.81726721394034
2019-12-31 16:00:00,65.02628774980782,39.562334481189886,156435.723030062,2852911.8049590425,1.6031739228752675,2.9672852,45.176300497924565
2019-12-31 17:00:00,65.08370866619371,40.17533455538575,156437.34919755132,2852957.349316509,1.6012146133285476,2.4472852,44.5051573138056
2019-12-31 18:00:00,65.07386137944368,39.62947767435455,156439.19418610164,2853013.7911289386,1.750292190783676,2.357285,51.0299729953592
2019-12-31 19:00:00,65.1042855968641,40.10735407157784,156441.04057900715,2853058.504036688,1.7111650786721917,2.7372851,47.916619569754985
2019-12-31 20:00:00,65.19128836050407,40.94788901499481,156442.87876793227,2853118.0593687524,1.7169976631650552,2.877285,49.36011338953935
2019-12-31 21:00:00,65.19323427056483,40.64829601267254,156444.4734486063,2853158.9020880745,1.676839404342018,2.9672852,46.1500141025791
2019-12-31 22:00:00,64.97697025559803,41.52340905544322,156445.63548346577,2853188.829984993,1.0118734325913543,3.337285,26.439651705567623
2019-12-31 23:00:00,64.47113313965819,40.26861837366414,156446.74216527952,2853220.661546033,0.9723230514522214,3.6972852,26.943188521717776
2020-01-01 00:00:00,64.64101629644705,39.54644544237325,156447.6725226532,2853244.6908072266,0.9548818293840196,4.107285,25.40643010207444
2020-01-01 01:00:00,64.71331998146502,39.74357617017637,156448.70431116302,2853273.136580254,1.0304990801723384,4.3072853,27.89034021730902
2020-01-01 02:00:00,64.83493083468987,40.49911561778264,156449.77149933914,2853302.9931053435,0.980674764957141,4.397285,24.72212326748655
2020-01-01 03:00:00,65.01816073215079,38.55036624971467,156451.07075731867,2853339.237268026,1.0192453491858526,4.387285,27.664453600214102
2020-01-01 04:00:00,65.4514467556668,39.01610169382727,156452.92128845834,2853393.146862516,1.805178936297385,4.187285,54.1639591567689
2020-01-01 05:00:00,65.76018016258713,41.12518177667452,156454.81231536294,2853449.2028541705,1.8259790453772304,3.9072852,49.01528048852418
